anomaly_type,affected_channel,start_index,duration_steps,start_timestamp,end_timestamp,magnitude,severity,clipped,anomaly_id,station_id,source_split,injection_index,local_slice_start_index,missing_channel
temperature_drop,temperature_c,164,1,2025-01-07T13:10:00+00:00,2025-01-07T13:10:00+00:00,-12.79262083439695,0.8528413889597967,False,ATHER-ATW-0159-temperature_drop-007,ATHER-ATW-0159,test,7,164,
temperature_drop,temperature_c,164,1,2025-01-12T08:00:00+00:00,2025-01-12T08:00:00+00:00,-10.944549913819008,0.7296366609212672,False,ATHER-ATW-0159-temperature_drop-008,ATHER-ATW-0159,test,8,164,
temperature_drop,temperature_c,164,1,2025-01-10T15:30:00+00:00,2025-01-10T15:30:00+00:00,-14.594625834305035,0.9729750556203356,False,ATHER-ATW-0159-temperature_drop-009,ATHER-ATW-0159,test,9,164,
frozen_temperature,temperature_c,164,15,2025-01-10T14:00:00+00:00,2025-01-10T16:20:00+00:00,28.427,0.625,False,ATHER-ATW-0159-frozen_temperature-000,ATHER-ATW-0159,test,0,164,
frozen_temperature,temperature_c,164,12,2025-01-10T16:00:00+00:00,2025-01-10T17:50:00+00:00,28.396,0.5,False,ATHER-ATW-0159-frozen_temperature-001,ATHER-ATW-0159,test,1,164,
frozen_temperature,temperature_c,164,18,2025-01-08T19:20:00+00:00,2025-01-08T22:10:00+00:00,24.053,0.75,False,ATHER-ATW-0159-frozen_temperature-002,ATHER-ATW-0159,test,2,164,
frozen_temperature,temperature_c,164,20,2025-01-10T06:50:00+00:00,2025-01-10T10:00:00+00:00,21.57,0.8333333333333334,False,ATHER-ATW-0159-frozen_temperature-003,ATHER-ATW-0159,test,3,164,
frozen_temperature,temperature_c,164,15,2025-01-09T04:10:00+00:00,2025-01-09T06:30:00+00:00,17.26,0.625,False,ATHER-ATW-0159-frozen_temperature-004,ATHER-ATW-0159,test,4,164,
frozen_temperature,temperature_c,164,15,2025-01-10T11:10:00+00:00,2025-01-10T13:30:00+00:00,27.473,0.625,False,ATHER-ATW-0159-frozen_temperature-005,ATHER-ATW-0159,test,5,164,
frozen_temperature,temperature_c,164,19,2025-01-09T13:00:00+00:00,2025-01-09T16:00:00+00:00,28.907,0.7916666666666666,False,ATHER-ATW-0159-frozen_temperature-006,ATHER-ATW-0159,test,6,164,
frozen_temperature,temperature_c,164,15,2025-01-09T14:50:00+00:00,2025-01-09T17:10:00+00:00,28.657,0.625,False,ATHER-ATW-0159-frozen_temperature-007,ATHER-ATW-0159,test,7,164,
frozen_temperature,temperature_c,164,24,2025-01-07T12:50:00+00:00,2025-01-07T16:40:00+00:00,28.786,1.0,False,ATHER-ATW-0159-frozen_temperature-008,ATHER-ATW-0159,test,8,164,
frozen_temperature,temperature_c,164,23,2025-01-08T10:40:00+00:00,2025-01-08T14:20:00+00:00,26.905,0.9583333333333334,False,ATHER-ATW-0159-frozen_temperature-009,ATHER-ATW-0159,test,9,164,
frozen_humidity,relative_humidity_pct,164,23,2025-01-11T04:20:00+00:00,2025-01-11T08:00:00+00:00,70.516,0.9583333333333334,False,ATHER-ATW-0159-frozen_humidity-000,ATHER-ATW-0159,test,0,164,
frozen_humidity,relative_humidity_pct,164,13,2025-01-11T04:00:00+00:00,2025-01-11T06:00:00+00:00,72.758,0.5416666666666666,False,ATHER-ATW-0159-frozen_humidity-001,ATHER-ATW-0159,test,1,164,
frozen_humidity,relative_humidity_pct,164,20,2025-01-11T14:40:00+00:00,2025-01-11T17:50:00+00:00,44.333,0.8333333333333334,False,ATHER-ATW-0159-frozen_humidity-002,ATHER-ATW-0159,test,2,164,
frozen_humidity,relative_humidity_pct,164,15,2025-01-07T09:30:00+00:00,2025-01-07T11:50:00+00:00,50.844,0.625,False,ATHER-ATW-0159-frozen_humidity-003,ATHER-ATW-0159,test,3,164,
frozen_humidity,relative_humidity_pct,164,20,2025-01-10T17:40:00+00:00,2025-01-10T20:50:00+00:00,53.577,0.8333333333333334,False,ATHER-ATW-0159-frozen_humidity-004,ATHER-ATW-0159,test,4,164,
frozen_humidity,relative_humidity_pct,164,14,2025-01-11T06:40:00+00:00,2025-01-11T08:50:00+00:00,61.268,0.5833333333333334,False,ATHER-ATW-0159-frozen_humidity-005,ATHER-ATW-0159,test,5,164,
frozen_humidity,relative_humidity_pct,164,12,2025-01-10T22:20:00+00:00,2025-01-11T00:10:00+00:00,65.209,0.5,False,ATHER-ATW-0159-frozen_humidity-006,ATHER-ATW-0159,test,6,164,
frozen_humidity,relative_humidity_pct,164,24,2025-01-08T17:50:00+00:00,2025-01-08T21:40:00+00:00,51.834,1.0,False,ATHER-ATW-0159-frozen_humidity-007,ATHER-ATW-0159,test,7,164,
frozen_humidity,relative_humidity_pct,164,23,2025-01-10T09:30:00+00:00,2025-01-10T13:10:00+00:00,51.497,0.9583333333333334,False,ATHER-ATW-0159-frozen_humidity-008,ATHER-ATW-0159,test,8,164,
frozen_humidity,relative_humidity_pct,164,17,2025-01-11T20:00:00+00:00,2025-01-11T22:40:00+00:00,58.65,0.7083333333333334,False,ATHER-ATW-0159-frozen_humidity-009,ATHER-ATW-0159,test,9,164,
temperature_drift,temperature_c,164,23,2025-01-09T07:00:00+00:00,2025-01-09T10:40:00+00:00,0.4929679203590216,0.7666666666666667,False,ATHER-ATW-0159-temperature_drift-000,ATHER-ATW-0159,test,0,164,
temperature_drift,temperature_c,164,24,2025-01-12T03:20:00+00:00,2025-01-12T07:10:00+00:00,0.34241883935051337,0.8,False,ATHER-ATW-0159-temperature_drift-001,ATHER-ATW-0159,test,1,164,
temperature_drift,temperature_c,164,20,2025-01-08T05:30:00+00:00,2025-01-08T08:40:00+00:00,0.49371883466720373,0.6666666666666666,False,ATHER-ATW-0159-temperature_drift-002,ATHER-ATW-0159,test,2,164,
temperature_drift,temperature_c,164,27,2025-01-09T12:20:00+00:00,2025-01-09T16:40:00+00:00,0.41825904158395133,0.9,False,ATHER-ATW-0159-temperature_drift-003,ATHER-ATW-0159,test,3,164,
temperature_drift,temperature_c,164,20,2025-01-11T16:10:00+00:00,2025-01-11T19:20:00+00:00,0.3462504832305275,0.6666666666666666,False,ATHER-ATW-0159-temperature_drift-004,ATHER-ATW-0159,test,4,164,
temperature_drift,temperature_c,164,22,2025-01-08T06:00:00+00:00,2025-01-08T09:30:00+00:00,0.31769550304116284,0.7333333333333333,False,ATHER-ATW-0159-temperature_drift-005,ATHER-ATW-0159,test,5,164,
temperature_drift,temperature_c,164,23,2025-01-10T01:50:00+00:00,2025-01-10T05:30:00+00:00,0.43643079626552467,0.7666666666666667,False,ATHER-ATW-0159-temperature_drift-006,ATHER-ATW-0159,test,6,164,
temperature_drift,temperature_c,164,27,2025-01-09T12:30:00+00:00,2025-01-09T16:50:00+00:00,0.30940839309761514,0.9,False,ATHER-ATW-0159-temperature_drift-007,ATHER-ATW-0159,test,7,164,
temperature_drift,temperature_c,164,20,2025-01-10T15:00:00+00:00,2025-01-10T18:10:00+00:00,0.30156737655026,0.6666666666666666,False,ATHER-ATW-0159-temperature_drift-008,ATHER-ATW-0159,test,8,164,
temperature_drift,temperature_c,164,22,2025-01-12T12:40:00+00:00,2025-01-12T16:10:00+00:00,0.3801868081495933,0.7333333333333333,False,ATHER-ATW-0159-temperature_drift-009,ATHER-ATW-0159,test,9,164,
pressure_offset,pressure_hpa,164,34,2025-01-11T20:30:00+00:00,2025-01-12T02:00:00+00:00,-3.5400632028289234,0.35400632028289236,False,ATHER-ATW-0159-pressure_offset-000,ATHER-ATW-0159,test,0,164,
pressure_offset,pressure_hpa,164,36,2025-01-10T12:30:00+00:00,2025-01-10T18:20:00+00:00,9.51201964572916,0.951201964572916,False,ATHER-ATW-0159-pressure_offset-001,ATHER-ATW-0159,test,1,164,
pressure_offset,pressure_hpa,164,32,2025-01-10T20:20:00+00:00,2025-01-11T01:30:00+00:00,-3.5076687249846574,0.3507668724984657,False,ATHER-ATW-0159-pressure_offset-002,ATHER-ATW-0159,test,2,164,
pressure_offset,pressure_hpa,164,50,2025-01-12T05:10:00+00:00,2025-01-12T13:20:00+00:00,-3.1202634828847184,0.31202634828847187,False,ATHER-ATW-0159-pressure_offset-003,ATHER-ATW-0159,test,3,164,
pressure_offset,pressure_hpa,164,37,2025-01-11T16:50:00+00:00,2025-01-11T22:50:00+00:00,7.7219622085503525,0.7721962208550353,False,ATHER-ATW-0159-pressure_offset-004,ATHER-ATW-0159,test,4,164,
pressure_offset,pressure_hpa,148,51,2025-01-07T00:40:00+00:00,2025-01-07T09:00:00+00:00,8.369573149349684,0.8369573149349684,False,ATHER-ATW-0159-pressure_offset-005,ATHER-ATW-0159,test,5,148,
pressure_offset,pressure_hpa,164,59,2025-01-11T21:40:00+00:00,2025-01-12T07:20:00+00:00,3.111869239536736,0.31118692395367364,False,ATHER-ATW-0159-pressure_offset-006,ATHER-ATW-0159,test,6,164,
pressure_offset,pressure_hpa,164,58,2025-01-11T20:20:00+00:00,2025-01-12T05:50:00+00:00,4.808121642713029,0.4808121642713029,False,ATHER-ATW-0159-pressure_offset-007,ATHER-ATW-0159,test,7,164,
pressure_offset,pressure_hpa,164,43,2025-01-09T14:00:00+00:00,2025-01-09T21:00:00+00:00,-8.340311767750254,0.8340311767750255,False,ATHER-ATW-0159-pressure_offset-008,ATHER-ATW-0159,test,8,164,
pressure_offset,pressure_hpa,164,35,2025-01-11T07:00:00+00:00,2025-01-11T12:40:00+00:00,4.2990293122974235,0.4299029312297423,False,ATHER-ATW-0159-pressure_offset-009,ATHER-ATW-0159,test,9,164,
humidity_offset,relative_humidity_pct,164,57,2025-01-09T05:20:00+00:00,2025-01-09T14:40:00+00:00,10.911489188725344,0.43645956754901377,False,ATHER-ATW-0159-humidity_offset-000,ATHER-ATW-0159,test,0,164,
humidity_offset,relative_humidity_pct,164,40,2025-01-07T14:20:00+00:00,2025-01-07T20:50:00+00:00,24.425622636676565,0.9770249054670626,False,ATHER-ATW-0159-humidity_offset-001,ATHER-ATW-0159,test,1,164,
humidity_offset,relative_humidity_pct,164,59,2025-01-11T02:30:00+00:00,2025-01-11T12:10:00+00:00,-15.853467422646938,0.6341386969058775,False,ATHER-ATW-0159-humidity_offset-002,ATHER-ATW-0159,test,2,164,
humidity_offset,relative_humidity_pct,164,55,2025-01-09T15:30:00+00:00,2025-01-10T00:30:00+00:00,20.472844907511032,0.8189137963004413,False,ATHER-ATW-0159-humidity_offset-003,ATHER-ATW-0159,test,3,164,
humidity_offset,relative_humidity_pct,164,51,2025-01-10T18:20:00+00:00,2025-01-11T02:40:00+00:00,-10.868439609081836,0.4347375843632734,False,ATHER-ATW-0159-humidity_offset-004,ATHER-ATW-0159,test,4,164,
humidity_offset,relative_humidity_pct,164,52,2025-01-08T12:50:00+00:00,2025-01-08T21:20:00+00:00,10.513157810716578,0.4205263124286631,False,ATHER-ATW-0159-humidity_offset-005,ATHER-ATW-0159,test,5,164,
humidity_offset,relative_humidity_pct,164,33,2025-01-11T06:00:00+00:00,2025-01-11T11:20:00+00:00,-16.54847583783094,0.6619390335132376,False,ATHER-ATW-0159-humidity_offset-006,ATHER-ATW-0159,test,6,164,
humidity_offset,relative_humidity_pct,164,34,2025-01-09T09:50:00+00:00,2025-01-09T15:20:00+00:00,-14.428447492482594,0.5771378996993037,False,ATHER-ATW-0159-humidity_offset-007,ATHER-ATW-0159,test,7,164,
humidity_offset,relative_humidity_pct,164,41,2025-01-08T02:10:00+00:00,2025-01-08T08:50:00+00:00,15.927183856824652,0.637087354272986,False,ATHER-ATW-0159-humidity_offset-008,ATHER-ATW-0159,test,8,164,
humidity_offset,relative_humidity_pct,164,55,2025-01-11T09:50:00+00:00,2025-01-11T18:50:00+00:00,17.708663629248132,0.7083465451699253,False,ATHER-ATW-0159-humidity_offset-009,ATHER-ATW-0159,test,9,164,
noise_burst,temperature_c,164,2,2025-01-11T22:00:00+00:00,2025-01-11T22:10:00+00:00,8.740526116318783,0.8740526116318783,False,ATHER-ATW-0159-noise_burst-000,ATHER-ATW-0159,test,0,164,
noise_burst,temperature_c,155,1,2025-01-07T01:50:00+00:00,2025-01-07T01:50:00+00:00,7.94109425524773,0.794109425524773,False,ATHER-ATW-0159-noise_burst-001,ATHER-ATW-0159,test,1,155,
noise_burst,pressure_hpa,164,3,2025-01-10T20:50:00+00:00,2025-01-10T21:10:00+00:00,6.42906435371126,0.642906435371126,False,ATHER-ATW-0159-noise_burst-002,ATHER-ATW-0159,test,2,164,
noise_burst,temperature_c,164,3,2025-01-12T08:40:00+00:00,2025-01-12T09:00:00+00:00,8.531716344046838,0.8531716344046838,False,ATHER-ATW-0159-noise_burst-003,ATHER-ATW-0159,test,3,164,
noise_burst,pressure_hpa,164,1,2025-01-09T04:50:00+00:00,2025-01-09T04:50:00+00:00,5.903218460292764,0.5903218460292764,False,ATHER-ATW-0159-noise_burst-004,ATHER-ATW-0159,test,4,164,
noise_burst,relative_humidity_pct,164,3,2025-01-10T22:20:00+00:00,2025-01-10T22:40:00+00:00,8.897423543203454,0.8897423543203453,False,ATHER-ATW-0159-noise_burst-005,ATHER-ATW-0159,test,5,164,
noise_burst,relative_humidity_pct,164,1,2025-01-09T22:20:00+00:00,2025-01-09T22:20:00+00:00,5.194521490158838,0.5194521490158838,False,ATHER-ATW-0159-noise_burst-006,ATHER-ATW-0159,test,6,164,
noise_burst,pressure_hpa,164,1,2025-01-12T14:20:00+00:00,2025-01-12T14:20:00+00:00,8.32403238076092,0.8324032380760921,False,ATHER-ATW-0159-noise_burst-007,ATHER-ATW-0159,test,7,164,
noise_burst,pressure_hpa,164,1,2025-01-07T12:30:00+00:00,2025-01-07T12:30:00+00:00,6.4104258049526734,0.6410425804952673,False,ATHER-ATW-0159-noise_burst-008,ATHER-ATW-0159,test,8,164,
noise_burst,temperature_c,149,3,2025-01-07T00:50:00+00:00,2025-01-07T01:10:00+00:00,5.587529285226678,0.5587529285226678,False,ATHER-ATW-0159-noise_burst-009,ATHER-ATW-0159,test,9,149,
missing_observation,relative_humidity_pct,164,5,2025-01-09T00:00:00+00:00,2025-01-09T00:40:00+00:00,,1.0,False,ATHER-ATW-0159-missing_observation-000,ATHER-ATW-0159,test,0,164,relative_humidity_pct
missing_observation,temperature_c,164,4,2025-01-07T13:40:00+00:00,2025-01-07T14:10:00+00:00,,1.0,False,ATHER-ATW-0159-missing_observation-001,ATHER-ATW-0159,test,1,164,temperature_c
missing_observation,relative_humidity_pct,164,2,2025-01-11T14:10:00+00:00,2025-01-11T14:20:00+00:00,,1.0,False,ATHER-ATW-0159-missing_observation-002,ATHER-ATW-0159,test,2,164,relative_humidity_pct
missing_observation,temperature_c,164,5,2025-01-11T21:10:00+00:00,2025-01-11T21:50:00+00:00,,1.0,False,ATHER-ATW-0159-missing_observation-003,ATHER-ATW-0159,test,3,164,temperature_c
missing_observation,temperature_c,164,3,2025-01-12T17:30:00+00:00,2025-01-12T17:50:00+00:00,,1.0,False,ATHER-ATW-0159-missing_observation-004,ATHER-ATW-0159,test,4,164,temperature_c
missing_observation,temperature_c,164,2,2025-01-10T06:40:00+00:00,2025-01-10T06:50:00+00:00,,1.0,False,ATHER-ATW-0159-missing_observation-005,ATHER-ATW-0159,test,5,164,temperature_c
missing_observation,temperature_c,164,6,2025-01-11T22:30:00+00:00,2025-01-11T23:20:00+00:00,,1.0,False,ATHER-ATW-0159-missing_observation-006,ATHER-ATW-0159,test,6,164,temperature_c
missing_observation,pressure_hpa,164,2,2025-01-07T14:50:00+00:00,2025-01-07T15:00:00+00:00,,1.0,False,ATHER-ATW-0159-missing_observation-007,ATHER-ATW-0159,test,7,164,pressure_hpa
missing_observation,pressure_hpa,164,6,2025-01-12T05:20:00+00:00,2025-01-12T06:10:00+00:00,,1.0,False,ATHER-ATW-0159-missing_observation-008,ATHER-ATW-0159,test,8,164,pressure_hpa
missing_observation,relative_humidity_pct,164,4,2025-01-09T07:50:00+00:00,2025-01-09T08:20:00+00:00,,1.0,False,ATHER-ATW-0159-missing_observation-009,ATHER-ATW-0159,test,9,164,relative_humidity_pct
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,4,2025-01-12T09:50:00+00:00,2025-01-12T10:20:00+00:00,0.0,1.0,False,ATHER-ATW-0159-stale_packet-000,ATHER-ATW-0159,test,0,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,3,2025-01-12T08:20:00+00:00,2025-01-12T08:40:00+00:00,0.0,1.0,False,ATHER-ATW-0159-stale_packet-001,ATHER-ATW-0159,test,1,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,3,2025-01-10T05:30:00+00:00,2025-01-10T05:50:00+00:00,0.0,1.0,False,ATHER-ATW-0159-stale_packet-002,ATHER-ATW-0159,test,2,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,6,2025-01-07T10:40:00+00:00,2025-01-07T11:30:00+00:00,0.0,1.0,False,ATHER-ATW-0159-stale_packet-003,ATHER-ATW-0159,test,3,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,6,2025-01-08T19:40:00+00:00,2025-01-08T20:30:00+00:00,0.0,1.0,False,ATHER-ATW-0159-stale_packet-004,ATHER-ATW-0159,test,4,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,6,2025-01-08T07:40:00+00:00,2025-01-08T08:30:00+00:00,0.0,1.0,False,ATHER-ATW-0159-stale_packet-005,ATHER-ATW-0159,test,5,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,5,2025-01-07T19:30:00+00:00,2025-01-07T20:10:00+00:00,0.0,1.0,False,ATHER-ATW-0159-stale_packet-006,ATHER-ATW-0159,test,6,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,8,2025-01-10T20:30:00+00:00,2025-01-10T21:40:00+00:00,0.0,1.0,False,ATHER-ATW-0159-stale_packet-007,ATHER-ATW-0159,test,7,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,6,2025-01-08T21:40:00+00:00,2025-01-08T22:30:00+00:00,0.0,1.0,False,ATHER-ATW-0159-stale_packet-008,ATHER-ATW-0159,test,8,164,
stale_packet,"temperature_c,pressure_hpa,relative_humidity_pct",164,2,2025-01-08T12:10:00+00:00,2025-01-08T12:20:00+00:00,0.0,1.0,False,ATHER-ATW-0159-stale_packet-009,ATHER-ATW-0159,test,9,164,
temperature_spike,temperature_c,164,1,2025-01-09T15:20:00+00:00,2025-01-09T15:20:00+00:00,13.585071655941624,0.9056714437294416,False,ATHER-AUW-1305-temperature_spike-000,ATHER-AUW-1305,test,0,164,
temperature_spike,temperature_c,164,1,2025-01-10T05:20:00+00:00,2025-01-10T05:20:00+00:00,9.171045379237937,0.6114030252825291,False,ATHER-AUW-1305-temperature_spike-001,ATHER-AUW-1305,test,1,164,
temperature_spike,temperature_c,164,1,2025-01-07T17:00:00+00:00,2025-01-07T17:00:00+00:00,10.130858145539113,0.6753905430359409,False,ATHER-AUW-1305-temperature_spike-002,ATHER-AUW-1305,test,2,164,
temperature_spike,temperature_c,164,1,2025-01-07T23:40:00+00:00,2025-01-07T23:40:00+00:00,10.687903727186841,0.7125269151457894,False,ATHER-AUW-1305-temperature_spike-003,ATHER-AUW-1305,test,3,164,
temperature_spike,temperature_c,164,1,2025-01-07T18:40:00+00:00,2025-01-07T18:40:00+00:00,9.435708083525826,0.6290472055683884,False,ATHER-AUW-1305-temperature_spike-004,ATHER-AUW-1305,test,4,164,
temperature_spike,temperature_c,164,1,2025-01-08T06:20:00+00:00,2025-01-08T06:20:00+00:00,13.582942924569977,0.9055295283046652,False,ATHER-AUW-1305-temperature_spike-005,ATHER-AUW-1305,test,5,164,
temperature_spike,temperature_c,164,1,2025-01-07T04:40:00+00:00,2025-01-07T04:40:00+00:00,10.720700090464222,0.7147133393642815,False,ATHER-AUW-1305-temperature_spike-006,ATHER-AUW-1305,test,6,164,
temperature_spike,temperature_c,164,1,2025-01-07T14:50:00+00:00,2025-01-07T14:50:00+00:00,9.757369537750566,0.6504913025167044,False,ATHER-AUW-1305-temperature_spike-007,ATHER-AUW-1305,test,7,164,
temperature_spike,temperature_c,164,1,2025-01-10T19:20:00+00:00,2025-01-10T19:20:00+00:00,10.091349893408264,0.672756659560551,False,ATHER-AUW-1305-temperature_spike-008,ATHER-AUW-1305,test,8,164,
temperature_spike,temperature_c,164,1,2025-01-07T21:40:00+00:00,2025-01-07T21:40:00+00:00,13.28111113746527,0.8854074091643513,False,ATHER-AUW-1305-temperature_spike-009,ATHER-AUW-1305,test,9,164,
temperature_drop,temperature_c,164,1,2025-01-12T11:40:00+00:00,2025-01-12T11:40:00+00:00,-8.858197275942349,0.5905464850628233,False,ATHER-AUW-1305-temperature_drop-000,ATHER-AUW-1305,test,0,164,
temperature_drop,temperature_c,164,1,2025-01-09T00:10:00+00:00,2025-01-09T00:10:00+00:00,-10.131326210457749,0.6754217473638499,False,ATHER-AUW-1305-temperature_drop-001,ATHER-AUW-1305,test,1,164,
temperature_drop,temperature_c,164,1,2025-01-07T18:50:00+00:00,2025-01-07T18:50:00+00:00,-14.362673863158202,0.9575115908772135,False,ATHER-AUW-1305-temperature_drop-002,ATHER-AUW-1305,test,2,164,
temperature_drop,temperature_c,164,1,2025-01-08T16:10:00+00:00,2025-01-08T16:10:00+00:00,-10.014147453694545,0.6676098302463029,False,ATHER-AUW-1305-temperature_drop-003,ATHER-AUW-1305,test,3,164,
temperature_drop,temperature_c,164,1,2025-01-12T15:30:00+00:00,2025-01-12T15:30:00+00:00,-14.295924307141249,0.9530616204760832,False,ATHER-AUW-1305-temperature_drop-004,ATHER-AUW-1305,test,4,164,
temperature_drop,temperature_c,164,1,2025-01-10T05:20:00+00:00,2025-01-10T05:20:00+00:00,-8.243581102179698,0.5495720734786466,False,ATHER-AUW-1305-temperature_drop-005,ATHER-AUW-1305,test,5,164,
temperature_drop,temperature_c,164,1,2025-01-08T22:00:00+00:00,2025-01-08T22:00:00+00:00,-13.667127579205959,0.9111418386137305,False,ATHER-AUW-1305-temperature_drop-006,ATHER-AUW-1305,test,6,164,
temperature_drop,temperature_c,164,1,2025-01-10T20:40:00+00:00,2025-01-10T20:40:00+00:00,-14.133904204301311,0.9422602802867541,False,ATHER-AUW-1305-temperature_drop-007,ATHER-AUW-1305,test,7,164,
temperature_drop,temperature_c,164,1,2025-01-07T11:00:00+00:00,2025-01-07T11:00:00+00:00,-13.591331199056171,0.9060887466037447,False,ATHER-AUW-1305-temperature_drop-008,ATHER-AUW-1305,test,8,164,
temperature_drop,temperature_c,164,1,2025-01-09T09:50:00+00:00,2025-01-09T09:50:00+00:00,-11.479477201468638,0.7652984800979092,False,ATHER-AUW-1305-temperature_drop-009,ATHER-AUW-1305,test,9,164,
frozen_temperature,temperature_c,164,20,2025-01-10T19:50:00+00:00,2025-01-10T23:00:00+00:00,3.599,0.8333333333333334,False,ATHER-AUW-1305-frozen_temperature-000,ATHER-AUW-1305,test,0,164,
frozen_temperature,temperature_c,164,23,2025-01-07T07:50:00+00:00,2025-01-07T11:30:00+00:00,11.449,0.9583333333333334,False,ATHER-AUW-1305-frozen_temperature-001,ATHER-AUW-1305,test,1,164,
frozen_temperature,temperature_c,164,12,2025-01-07T22:20:00+00:00,2025-01-08T00:10:00+00:00,6.662,0.5,False,ATHER-AUW-1305-frozen_temperature-002,ATHER-AUW-1305,test,2,164,
frozen_temperature,temperature_c,164,21,2025-01-11T17:20:00+00:00,2025-01-11T20:40:00+00:00,3.062,0.875,False,ATHER-AUW-1305-frozen_temperature-003,ATHER-AUW-1305,test,3,164,
frozen_temperature,temperature_c,164,12,2025-01-07T05:20:00+00:00,2025-01-07T07:10:00+00:00,11.865,0.5,False,ATHER-AUW-1305-frozen_temperature-004,ATHER-AUW-1305,test,4,164,
